record_id,enumerator_id,region,age,gender,education,occupation,employment_status,hours_worked,monthly_income,household_size,survey_date,is_planted_anomaly
REC009464,ENU0173,Telangana,42,Female,Higher Secondary,None,Not in Labour Force,0,0,1,2025-03-13,False
REC009465,ENU0169,Odisha,27,Male,Secondary,None,Unemployed,0,0,3,2025-11-05,False
REC009466,ENU0110,Bihar,46,Male,Primary,Street Vendor,Employed,32,1996,10,2025-08-13,False
REC009467,ENU0244,Odisha,57,Male,Primary,Agricultural Labourer,Employed,54,10880,6,2025-10-11,False
REC009468,ENU0167,Gujarat,27,Female,Secondary,Driver,Employed,55,13303,2,2025-12-29,False
REC009469,ENU0151,Maharashtra,49,Female,Primary,Domestic Help,Employed,57,7233,6,2025-06-28,False
REC009470,ENU0091,Gujarat,30,Female,Higher Secondary,Carpenter,Employed,31,7942,6,2025-09-11,False
REC009471,ENU0165,Kerala,25,Male,Secondary,Street Vendor,Employed,50,9125,2,2025-06-06,False
REC009472,ENU0104,Kerala,49,Male,Graduate,Teacher,Employed,47,27147,4,2025-02-17,False
REC009473,ENU0032,Odisha,29,Female,Illiterate,Domestic Help,Employed,42,6761,4,2025-09-29,False
REC009474,ENU0233,Gujarat,30,Male,Post Graduate,Engineer,Employed,57,94466,7,2025-12-26,False
REC009475,ENU0182,Tamil Nadu,65,Male,Secondary,Factory Worker,Employed,41,10110,7,2025-05-26,False
REC009476,ENU0070,Karnataka,25,Female,Graduate,None,Not in Labour Force,0,0,5,2025-05-29,False
REC009477,ENU0233,Tamil Nadu,23,Female,Primary,Factory Worker,Employed,53,13596,5,2025-12-18,False
REC009478,ENU0019,Andhra Pradesh,32,Female,Graduate,None,Not in Labour Force,3,0,3,2025-05-25,False
REC009479,ENU0219,Odisha,41,Male,Illiterate,Agricultural Labourer,Employed,40,5179,5,2025-11-25,False
REC009480,ENU0206,Andhra Pradesh,54,Male,Higher Secondary,Shop Assistant,Employed,49,5889,4,2025-07-19,False
REC009481,ENU0061,Gujarat,35,Male,Secondary,Street Vendor,Employed,35,6115,8,2025-08-13,False
REC009482,ENU0172,Kerala,22,Male,Primary,None,Unemployed,0,0,5,2025-03-02,False
REC009483,ENU0071,Telangana,33,Female,Secondary,Carpenter,Employed,60,18750,2,2025-04-27,False
REC009484,ENU0008,Andhra Pradesh,12,Female,Primary,None,Not in Labour Force,0,0,8,2025-09-19,False
REC009485,ENU0197,Andhra Pradesh,36,Female,Secondary,Shop Assistant,Employed,18,3969,1,2025-10-29,False
REC009486,ENU0026,Tamil Nadu,57,Female,Higher Secondary,None,Not in Labour Force,0,0,5,2025-05-16,False
REC009487,ENU0190,Madhya Pradesh,33,Female,Graduate,Bank Employee,Employed,40,27023,6,2025-09-09,False
REC009488,ENU0103,Tamil Nadu,33,Male,Higher Secondary,Shop Assistant,Employed,60,11905,6,2025-08-13,False
REC009489,ENU0239,West Bengal,30,Male,Primary,None,Unemployed,0,0,5,2025-10-01,False
REC009490,ENU0220,Rajasthan,15,Female,Secondary,None,Not in Labour Force,0,0,6,2025-12-21,False
REC009491,ENU0074,Andhra Pradesh,68,Male,Primary,None,Not in Labour Force,0,0,4,2025-10-11,False
REC009492,ENU0068,Bihar,26,Male,Higher Secondary,Clerk,Employed,47,5830,6,2025-07-17,False
REC009493,ENU0176,Maharashtra,73,Female,Primary,None,Not in Labour Force,0,0,3,2025-11-21,False
REC009494,ENU0025,Tamil Nadu,50,Female,Secondary,None,Not in Labour Force,2,0,6,2025-05-19,False
REC009495,ENU0120,Maharashtra,37,Male,Post Graduate,Government Officer,Employed,32,28606,4,2025-10-09,False
REC009496,ENU0122,Gujarat,23,Female,Secondary,Street Vendor,Employed,35,5879,2,2025-06-13,False
REC009497,ENU0061,Bihar,41,Male,Graduate,Teacher,Unemployed,0,0,2,2025-11-15,False
REC009498,ENU0033,Rajasthan,27,Male,Higher Secondary,Carpenter,Employed,51,15236,5,2025-10-03,False
REC009499,ENU0190,Tamil Nadu,21,Female,Illiterate,Street Vendor,Employed,53,10318,3,2025-11-09,False
REC009500,ENU0185,Maharashtra,16,Female,Primary,Factory Worker,Employed,35,11039,3,2025-03-28,False
REC009501,ENU0219,Uttar Pradesh,5,Male,Illiterate,None,Not in Labour Force,0,0,4,2025-05-31,False
REC009502,ENU0144,Odisha,47,Male,Illiterate,Construction Worker,Employed,38,5098,2,2025-03-21,False
REC009503,ENU0009,Odisha,13,Male,Primary,None,Not in Labour Force,0,0,4,2025-06-28,False
REC009504,ENU0026,Kerala,43,Male,Post Graduate,Bank Employee,Employed,43,35585,6,2025-10-19,False
REC009505,ENU0093,Bihar,37,Female,Secondary,Shop Assistant,Employed,37,3180,4,2025-05-09,False
REC009506,ENU0007,Odisha,71,Male,Illiterate,None,Not in Labour Force,0,0,2,2025-01-16,False
REC009507,ENU0172,Karnataka,38,Male,Secondary,None,Unemployed,0,0,6,2025-05-17,False
REC009508,ENU0013,Maharashtra,44,Female,Primary,None,Not in Labour Force,0,0,4,2025-06-05,False
REC009509,ENU0067,Tamil Nadu,36,Male,Higher Secondary,Technician,Employed,38,12911,5,2025-08-23,False
REC009510,ENU0243,West Bengal,39,Female,Secondary,Shop Assistant,Employed,52,10379,4,2025-09-06,False
REC009511,ENU0232,Bihar,53,Female,Secondary,Factory Worker,Unemployed,0,0,4,2025-05-11,False
REC009512,ENU0132,Telangana,43,Female,Higher Secondary,None,Not in Labour Force,0,0,5,2025-04-18,False
REC009513,ENU0043,Gujarat,45,Female,Higher Secondary,Carpenter,Employed,32,10085,8,2025-07-22,False
REC009514,ENU0034,Assam,11,Female,Primary,None,Not in Labour Force,0,0,8,2025-07-17,False
REC009515,ENU0154,Tamil Nadu,70,Female,Graduate,None,Not in Labour Force,0,0,4,2025-06-13,False
REC009516,ENU0169,Rajasthan,24,Male,Primary,None,Not in Labour Force,0,0,1,2025-03-12,False
REC009517,ENU0049,West Bengal,45,Male,Higher Secondary,Clerk,Employed,52,29115,3,2025-12-07,False
REC009518,ENU0154,Assam,40,Female,Primary,Agricultural Labourer,Employed,24,2470,6,2025-01-11,False
REC009519,ENU0130,Bihar,8,Female,Primary,None,Unemployed,0,0,3,2025-03-05,False
REC009520,ENU0216,Bihar,18,Male,Secondary,None,Unemployed,0,0,8,2025-06-20,False
REC009521,ENU0227,Bihar,27,Female,Secondary,None,Not in Labour Force,4,0,5,2025-05-16,False
REC009522,ENU0154,Telangana,13,Male,Primary,None,Not in Labour Force,1,0,2,2025-02-19,False
REC009523,ENU0127,West Bengal,9,Female,Primary,None,Not in Labour Force,0,0,1,2025-09-14,False
REC009524,ENU0084,Bihar,36,Female,Secondary,Carpenter,Unemployed,0,0,5,2025-03-11,False
REC009525,ENU0092,Odisha,10,Male,Primary,None,Not in Labour Force,0,0,5,2025-08-25,False
REC009526,ENU0227,Andhra Pradesh,50,Female,Primary,Domestic Help,Employed,52,4993,2,2025-11-29,False
REC009527,ENU0180,Rajasthan,12,Female,Primary,None,Not in Labour Force,0,0,4,2025-06-17,False
REC009528,ENU0045,Andhra Pradesh,24,Female,Primary,Street Vendor,Employed,35,8415,4,2025-05-23,False
REC009529,ENU0051,West Bengal,35,Male,Secondary,None,Unemployed,0,0,4,2025-01-22,False
REC009530,ENU0140,Bihar,18,Male,Primary,Street Vendor,Unemployed,0,0,3,2025-07-24,False
REC009531,ENU0167,Tamil Nadu,25,Male,Secondary,Street Vendor,Employed,46,7510,1,2025-07-08,False
REC009532,ENU0133,Rajasthan,47,Male,Higher Secondary,Shop Assistant,Employed,56,13588,1,2025-02-06,False
REC009533,ENU0013,Punjab,30,Male,Primary,Street Vendor,Employed,42,6313,1,2025-02-24,False
REC009534,ENU0152,Assam,51,Male,Higher Secondary,Clerk,Employed,47,23511,7,2025-09-05,False
REC009535,ENU0144,Odisha,18,Female,Graduate,None,Not in Labour Force,0,0,4,2025-09-12,False
REC009536,ENU0176,Tamil Nadu,23,Male,Secondary,Carpenter,Employed,29,8607,3,2025-08-22,False
REC009537,ENU0184,Telangana,44,Female,Post Graduate,Government Officer,Employed,41,20177,4,2025-08-21,False
REC009538,ENU0211,Karnataka,43,Female,Primary,Domestic Help,Employed,61,8238,5,2025-07-04,False
REC009539,ENU0090,Karnataka,45,Female,Secondary,Driver,Employed,58,17295,5,2025-11-03,False
REC009540,ENU0042,Andhra Pradesh,31,Male,Secondary,None,Unemployed,0,0,8,2025-04-22,False
REC009541,ENU0104,Andhra Pradesh,29,Female,Secondary,None,Unemployed,0,0,5,2025-04-08,False
REC009542,ENU0171,Gujarat,64,Female,Primary,None,Not in Labour Force,0,0,4,2025-06-17,False
REC009543,ENU0234,Assam,52,Male,Graduate,Teacher,Employed,58,31505,5,2025-09-26,False
REC009544,ENU0088,Gujarat,26,Male,Illiterate,Construction Worker,Employed,29,5063,3,2025-03-19,False
REC009545,ENU0103,Odisha,83,Female,Secondary,None,Not in Labour Force,0,0,3,2025-10-01,False
REC009546,ENU0072,Kerala,46,Male,Higher Secondary,Shop Assistant,Employed,38,10864,7,2025-11-29,False
REC009547,ENU0236,Madhya Pradesh,58,Male,Higher Secondary,None,Not in Labour Force,0,0,4,2025-07-04,False
REC009548,ENU0205,Andhra Pradesh,27,Female,Secondary,Carpenter,Employed,45,11604,3,2025-05-18,False
REC009549,ENU0180,Bihar,26,Female,Illiterate,Construction Worker,Unemployed,0,0,3,2025-03-28,False
REC009550,ENU0115,Odisha,27,Female,Secondary,Street Vendor,Employed,27,5812,1,2025-08-31,False
REC009551,ENU0208,West Bengal,43,Female,Primary,None,Not in Labour Force,0,0,8,2025-11-11,False
REC009552,ENU0210,Assam,5,Female,Illiterate,None,Not in Labour Force,0,0,5,2025-11-24,False
REC009553,ENU0001,Assam,23,Male,Secondary,Shop Assistant,Employed,55,8886,11,2025-08-09,False
REC009554,ENU0098,Telangana,45,Male,Graduate,Sales Executive,Employed,44,28122,4,2025-01-23,False
REC009555,ENU0238,Maharashtra,29,Male,Illiterate,Street Vendor,Employed,42,8004,8,2025-10-09,False
REC009556,ENU0158,Odisha,13,Male,Primary,None,Not in Labour Force,6,0,5,2025-04-24,False
REC009557,ENU0029,Andhra Pradesh,150,Male,Primary,Street Vendor,Employed,20,2738,5,2025-01-10,True
REC009558,ENU0076,Uttar Pradesh,40,Female,Graduate,IT Professional,Employed,40,39512,5,2025-05-13,False
REC009559,ENU0060,Bihar,59,Female,Secondary,Driver,Unemployed,0,0,5,2025-05-16,False
REC009560,ENU0170,Gujarat,19,Female,Primary,None,Not in Labour Force,0,0,10,2025-09-25,False
REC009561,ENU0233,Rajasthan,38,Female,Higher Secondary,Carpenter,Employed,24,6964,3,2025-03-16,False
REC009562,ENU0116,Maharashtra,39,Female,Graduate,Bank Employee,Employed,49,45693,1,2025-06-21,False
REC009563,ENU0163,Karnataka,79,Female,Graduate,None,Not in Labour Force,0,0,3,2025-05-28,False
REC009564,ENU0107,Assam,45,Male,Secondary,Driver,Employed,37,11439,2,2025-07-22,False
REC009565,ENU0053,Madhya Pradesh,34,Male,Primary,Street Vendor,Employed,41,6852,1,2025-06-22,False
REC009566,ENU0081,Rajasthan,31,Male,Primary,Street Vendor,Employed,45,7063,6,2025-03-13,False
REC009567,ENU0008,Telangana,24,Male,Higher Secondary,Clerk,Employed,34,16237,3,2025-02-09,False
REC009568,ENU0034,Assam,36,Male,Secondary,Street Vendor,Employed,27,5312,4,2025-04-19,False
REC009569,ENU0158,Gujarat,19,Female,Illiterate,None,Not in Labour Force,0,0,5,2025-06-06,False
REC009570,ENU0135,Telangana,51,Male,Primary,Domestic Help,Employed,48,3257,6,2025-09-03,False
REC009571,ENU0204,Odisha,16,Male,Graduate,None,Unemployed,0,0,2,2025-02-02,False
REC009572,ENU0044,Rajasthan,35,Female,Secondary,None,Not in Labour Force,0,0,3,2025-09-04,False
REC009573,ENU0069,Bihar,21,Male,Higher Secondary,None,Unemployed,0,0,4,2025-05-24,False
REC009574,ENU0181,Madhya Pradesh,40,Male,Graduate,Clerk,Employed,47,17647,6,2025-02-03,False
REC009575,ENU0088,Karnataka,10,Male,Primary,None,Not in Labour Force,0,0,2,2025-04-03,False
REC009576,ENU0196,Maharashtra,30,Female,Post Graduate,IT Professional,Employed,53,63680,1,2025-04-17,False
REC009577,ENU0095,Gujarat,38,Male,Higher Secondary,Driver,Employed,53,11680,2,2025-09-18,False
REC009578,ENU0029,Tamil Nadu,150,Female,Higher Secondary,None,Not in Labour Force,0,0,2,2025-08-27,True
REC009579,ENU0068,Rajasthan,29,Female,Secondary,Driver,Employed,48,12079,3,2025-07-13,False
REC009580,ENU0226,Assam,24,Female,Primary,Factory Worker,Employed,67,14256,4,2025-10-01,False
REC009581,ENU0219,Kerala,84,Female,Graduate,None,Not in Labour Force,0,0,4,2025-07-27,False
REC009582,ENU0021,Maharashtra,16,Male,Illiterate,Street Vendor,Employed,47,8655,4,2025-12-09,False
REC009583,ENU0171,Rajasthan,74,Female,Higher Secondary,None,Not in Labour Force,8,0,3,2025-08-05,False
REC009584,ENU0154,Punjab,39,Male,Secondary,Driver,Employed,51,16029,1,2025-10-07,False
REC009585,ENU0227,Tamil Nadu,24,Female,Primary,Factory Worker,Employed,35,6959,6,2025-04-15,False
REC009586,ENU0019,Bihar,19,Male,Secondary,None,Unemployed,0,0,1,2025-05-11,False
REC009587,ENU0226,Tamil Nadu,31,Male,Secondary,Carpenter,Employed,47,13216,2,2025-08-12,False
REC009588,ENU0182,West Bengal,9,Male,Primary,None,Not in Labour Force,0,0,3,2025-02-03,False
REC009589,ENU0088,Gujarat,19,Male,Primary,Factory Worker,Employed,50,8548,1,2025-07-01,False
REC009590,ENU0077,Maharashtra,12,Male,Primary,None,Not in Labour Force,0,0,6,2025-11-08,False
REC009591,ENU0079,Karnataka,25,Female,Secondary,Street Vendor,Employed,52,11671,2,2025-11-18,False
REC009592,ENU0016,Uttar Pradesh,33,Male,Higher Secondary,Carpenter,Employed,55,20035,6,2025-07-11,False
REC009593,ENU0027,Karnataka,36,Male,Primary,Agricultural Labourer,Employed,39,6614,7,2025-05-15,False
REC009594,ENU0011,Gujarat,7,Male,Primary,None,Not in Labour Force,0,0,4,2025-06-23,False
REC009595,ENU0180,Maharashtra,28,Female,Secondary,None,Unemployed,0,0,4,2025-11-21,False
REC009596,ENU0045,Rajasthan,35,Male,Secondary,None,Not in Labour Force,0,0,7,2025-04-09,False
REC009597,ENU0176,Madhya Pradesh,42,Female,Primary,Factory Worker,Employed,36,9074,6,2025-02-22,False
REC009598,ENU0021,Assam,43,Female,Secondary,None,Not in Labour Force,0,0,3,2025-09-23,False
REC009599,ENU0127,Madhya Pradesh,42,Female,Higher Secondary,Driver,Employed,61,15501,5,2025-06-05,False
REC009600,ENU0214,Madhya Pradesh,32,Male,Secondary,None,Unemployed,0,0,3,2025-10-29,False
REC009601,ENU0029,Gujarat,28,Female,Illiterate,None,Unemployed,0,0,61,2025-12-24,True
REC009602,ENU0006,Rajasthan,19,Female,Higher Secondary,Driver,Employed,50,17271,4,2025-10-26,False
REC009603,ENU0017,Uttar Pradesh,34,Female,Primary,None,Unemployed,0,0,4,2025-07-06,False
REC009604,ENU0219,Odisha,26,Male,Secondary,None,Not in Labour Force,9,0,1,2025-11-29,False
REC009605,ENU0079,Punjab,41,Female,Post Graduate,Government Officer,Employed,57,65306,2,2025-07-30,False
REC009606,ENU0164,Telangana,71,Female,Secondary,None,Not in Labour Force,0,0,4,2025-06-17,False
REC009607,ENU0004,Uttar Pradesh,74,Female,Graduate,None,Not in Labour Force,0,0,3,2025-02-27,False
REC009608,ENU0187,Gujarat,39,Male,Primary,Agricultural Labourer,Employed,71,5023,4,2025-08-17,False
REC009609,ENU0249,Kerala,27,Female,Graduate,None,Unemployed,0,0,1,2025-08-17,False
REC009610,ENU0098,Andhra Pradesh,23,Male,Secondary,Street Vendor,Employed,52,9247,7,2025-04-16,False
REC009611,ENU0147,Tamil Nadu,6,Female,Primary,None,Not in Labour Force,0,0,8,2025-05-23,False
REC009612,ENU0176,Odisha,36,Female,Graduate,Teacher,Employed,31,14022,6,2025-08-18,False
REC009613,ENU0126,Karnataka,22,Male,Higher Secondary,None,Not in Labour Force,0,0,4,2025-05-11,False
REC009614,ENU0048,Tamil Nadu,37,Male,Higher Secondary,Shop Assistant,Employed,43,12110,2,2025-04-10,False
REC009615,ENU0073,Tamil Nadu,16,Male,Higher Secondary,Shop Assistant,Employed,54,8281,1,2025-12-11,False
REC009616,ENU0009,Karnataka,32,Male,Illiterate,Agricultural Labourer,Employed,72,14118,4,2025-09-18,False
REC009617,ENU0101,Rajasthan,39,Female,Primary,Domestic Help,Employed,43,5844,3,2025-06-13,False
REC009618,ENU0167,Maharashtra,40,Male,Secondary,Shop Assistant,Employed,42,12821,5,2025-02-02,False
REC009619,ENU0097,Karnataka,55,Female,Secondary,Street Vendor,Employed,47,5910,4,2025-10-10,False
REC009620,ENU0234,Bihar,44,Female,Primary,Factory Worker,Unemployed,0,0,3,2025-02-07,False
REC009621,ENU0141,Kerala,38,Male,Primary,None,Unemployed,0,0,3,2025-03-11,False
REC009622,ENU0208,West Bengal,12,Male,Primary,None,Not in Labour Force,0,0,6,2025-05-18,False
REC009623,ENU0041,Maharashtra,35,Male,Higher Secondary,None,Not in Labour Force,0,0,5,2025-07-17,False
REC009624,ENU0013,Telangana,8,Male,Primary,None,Not in Labour Force,0,0,6,2025-07-11,False
REC009625,ENU0230,Tamil Nadu,11,Female,Primary,None,Not in Labour Force,1,0,1,2025-09-12,False
REC009626,ENU0073,Kerala,37,Male,Graduate,None,Unemployed,0,0,4,2025-07-10,False
REC009627,ENU0177,Maharashtra,38,Female,Primary,Agricultural Labourer,Employed,43,5646,5,2025-04-13,False
REC009628,ENU0110,Odisha,16,Female,Secondary,None,Unemployed,0,0,7,2025-06-25,False
REC009629,ENU0046,Andhra Pradesh,12,Female,Primary,None,Not in Labour Force,0,0,5,2025-08-25,False
REC009630,ENU0181,Tamil Nadu,49,Female,Secondary,Shop Assistant,Employed,47,11468,2,2025-05-22,False
REC009631,ENU0089,Rajasthan,32,Male,Illiterate,None,Not in Labour Force,0,0,6,2025-11-03,False
REC009632,ENU0055,Kerala,57,Male,Secondary,Driver,Employed,64,19002,5,2025-08-03,False
REC009633,ENU0062,Andhra Pradesh,65,Male,Illiterate,None,Not in Labour Force,0,0,7,2025-06-02,False
REC009634,ENU0011,Uttar Pradesh,42,Male,Primary,None,Not in Labour Force,9,0,6,2025-05-10,False
REC009635,ENU0166,Assam,25,Female,Primary,None,Employed,0,7300637,1,2025-04-13,True
REC009636,ENU0240,Karnataka,27,Female,Secondary,None,Unemployed,0,0,3,2025-01-05,False
REC009637,ENU0226,Maharashtra,16,Male,Secondary,None,Not in Labour Force,0,0,3,2025-05-28,False
REC009638,ENU0056,Gujarat,37,Male,Graduate,IT Professional,Employed,23,31130,1,2025-11-13,False
REC009639,ENU0166,Telangana,39,Male,Secondary,Carpenter,Employed,20,5349,1,2025-04-07,False
REC009640,ENU0192,Kerala,42,Female,Higher Secondary,Technician,Employed,41,13831,3,2025-08-08,False
REC009641,ENU0086,Tamil Nadu,51,Male,Secondary,Shop Assistant,Employed,51,10844,3,2025-11-11,False
REC009642,ENU0097,Bihar,44,Female,Higher Secondary,Driver,Unemployed,0,0,8,2025-02-12,False
REC009643,ENU0137,Telangana,36,Female,Illiterate,Construction Worker,Employed,39,8565,6,2025-02-27,False
REC009644,ENU0233,Odisha,27,Male,Illiterate,Construction Worker,Employed,46,7949,3,2025-06-20,False
REC009645,ENU0115,Kerala,47,Female,Higher Secondary,Driver,Employed,43,9679,7,2025-03-19,False
REC009646,ENU0038,Gujarat,29,Male,Illiterate,Agricultural Labourer,Employed,50,5815,3,2025-03-01,False
REC009647,ENU0054,Punjab,56,Male,Secondary,None,Not in Labour Force,0,0,5,2025-03-06,False
REC009648,ENU0201,West Bengal,49,Male,Higher Secondary,Carpenter,Employed,43,13765,6,2025-07-13,False
REC009649,ENU0067,Maharashtra,32,Male,Primary,Domestic Help,Employed,44,5304,72,2025-01-04,True
REC009650,ENU0245,Andhra Pradesh,40,Male,Primary,Domestic Help,Employed,23,2907,4,2025-06-15,False
REC009651,ENU0089,Bihar,34,Female,Graduate,IT Professional,Unemployed,0,0,2,2025-09-14,False
REC009652,ENU0214,Telangana,78,Female,Illiterate,None,Not in Labour Force,0,0,8,2025-01-12,False
REC009653,ENU0092,Telangana,31,Male,Graduate,Teacher,Employed,48,27765,2,2025-10-06,False
REC009654,ENU0067,Karnataka,16,Female,Illiterate,None,Unemployed,0,0,6,2025-01-16,False
REC009655,ENU0195,Uttar Pradesh,37,Male,Higher Secondary,None,Unemployed,0,0,5,2025-10-21,False
REC009656,ENU0171,Uttar Pradesh,36,Male,Illiterate,None,Not in Labour Force,0,0,3,2025-01-08,False
REC009657,ENU0089,Bihar,62,Male,Post Graduate,IT Professional,Unemployed,0,0,5,2025-01-02,False
REC009658,ENU0196,Uttar Pradesh,25,Female,Higher Secondary,Carpenter,Employed,34,9973,3,2025-01-18,False
REC009659,ENU0132,Karnataka,30,Female,Post Graduate,Government Officer,Employed,42,46355,6,2025-11-11,False
REC009660,ENU0227,Bihar,33,Female,Graduate,Sales Executive,Unemployed,0,0,3,2025-09-23,False
REC009661,ENU0226,Gujarat,33,Male,Secondary,Carpenter,Employed,18,4439,1,2025-08-19,False
REC009662,ENU0224,West Bengal,29,Female,Secondary,None,Unemployed,0,0,5,2025-04-25,False
REC009663,ENU0016,West Bengal,45,Male,Higher Secondary,Shop Assistant,Employed,58,11221,5,2025-04-26,False
REC009664,ENU0096,Maharashtra,16,Male,Primary,Street Vendor,Employed,52,12942,8,2025-06-26,False
REC009665,ENU0131,Kerala,41,Male,Primary,Street Vendor,Employed,45,10007,3,2025-11-25,False
REC009666,ENU0048,Madhya Pradesh,37,Female,Secondary,Shop Assistant,Employed,34,9902,4,2025-01-14,False
REC009667,ENU0064,Gujarat,36,Female,Primary,None,Not in Labour Force,0,0,2,2025-07-12,False
REC009668,ENU0150,Gujarat,35,Female,Higher Secondary,Driver,Employed,50,20486,8,2025-02-28,False
REC009669,ENU0232,Maharashtra,40,Male,Secondary,Driver,Employed,60,12851,4,2025-02-05,False
REC009670,ENU0089,Bihar,32,Male,Primary,None,Not in Labour Force,0,0,7,2025-05-29,False
REC009671,ENU0100,Tamil Nadu,23,Male,Secondary,Street Vendor,Employed,37,6844,3,2025-12-11,False
REC009672,ENU0244,Assam,15,Female,Primary,None,Not in Labour Force,0,0,2,2025-06-17,False
REC009673,ENU0032,Odisha,16,Male,Higher Secondary,Shop Assistant,Employed,41,8200,5,2025-04-27,False
REC009674,ENU0135,Punjab,68,Male,Secondary,None,Not in Labour Force,0,0,3,2025-05-10,False
REC009675,ENU0227,Kerala,42,Female,Secondary,Street Vendor,Employed,44,8929,9,2025-10-20,False
REC009676,ENU0223,Bihar,61,Male,Primary,None,Not in Labour Force,0,0,1,2025-05-18,False
REC009677,ENU0167,Punjab,65,Male,Secondary,Carpenter,Employed,53,16009,2,2025-11-29,False
REC009678,ENU0111,Bihar,44,Male,Primary,None,Unemployed,0,0,3,2025-10-31,False
REC009679,ENU0097,Karnataka,63,Male,Graduate,None,Not in Labour Force,0,0,5,2025-03-12,False
REC009680,ENU0111,Kerala,33,Male,Primary,Agricultural Labourer,Employed,37,5237,1,2025-03-28,False
REC009681,ENU0127,Uttar Pradesh,28,Male,Secondary,None,Unemployed,0,0,3,2025-12-25,False
REC009682,ENU0230,Maharashtra,25,Female,Secondary,None,Unemployed,0,0,2,2025-09-28,False
REC009683,ENU0219,Odisha,31,Male,Secondary,None,Not in Labour Force,6,0,3,2025-11-15,False
REC009684,ENU0236,Karnataka,47,Male,Primary,None,Not in Labour Force,0,0,5,2025-06-27,False
REC009685,ENU0094,Odisha,43,Male,Graduate,IT Professional,Employed,55,79251,1,2025-08-27,False
REC009686,ENU0200,Andhra Pradesh,40,Other,Primary,None,Not in Labour Force,0,0,8,2025-07-16,False
REC009687,ENU0094,Odisha,16,Male,Primary,None,Not in Labour Force,0,0,4,2025-12-09,False
REC009688,ENU0247,Rajasthan,14,Female,Primary,None,Not in Labour Force,0,0,4,2025-06-26,False
REC009689,ENU0026,Rajasthan,35,Female,Primary,Construction Worker,Employed,51,10920,1,2025-02-19,False
REC009690,ENU0249,Gujarat,36,Male,Graduate,Teacher,Employed,29,13013,9,2025-05-20,False
REC009691,ENU0103,Uttar Pradesh,53,Male,Higher Secondary,Carpenter,Employed,75,32928,5,2025-03-17,False
REC009692,ENU0092,Assam,23,Female,Secondary,None,Not in Labour Force,0,0,3,2025-06-20,False
REC009693,ENU0149,Rajasthan,11,Male,Primary,None,Not in Labour Force,0,0,2,2025-09-16,False
REC009694,ENU0087,Telangana,22,Female,Primary,Factory Worker,Employed,39,10599,5,2025-04-06,False
REC009695,ENU0250,Kerala,44,Male,Secondary,Shop Assistant,Employed,50,13256,3,2025-12-15,False
REC009696,ENU0013,Assam,56,Female,Primary,Domestic Help,Employed,40,5364,6,2025-04-23,False
REC009697,ENU0040,Bihar,38,Male,Secondary,Driver,Unemployed,0,0,4,2025-02-22,False
REC009698,ENU0186,Gujarat,28,Female,Secondary,Shop Assistant,Employed,52,9979,5,2025-01-10,False
REC009699,ENU0087,Gujarat,69,Male,Secondary,None,Not in Labour Force,0,0,4,2025-05-10,False
REC009700,ENU0220,Madhya Pradesh,37,Male,Higher Secondary,None,Not in Labour Force,8,0,3,2025-10-15,False
REC009701,ENU0231,West Bengal,22,Female,Higher Secondary,None,Not in Labour Force,0,0,8,2025-08-26,False
REC009702,ENU0147,Maharashtra,56,Male,Graduate,Teacher,Employed,62,39682,1,2025-04-07,False
REC009703,ENU0084,West Bengal,37,Female,Illiterate,Domestic Help,Employed,43,3230,2,2025-02-12,False
REC009704,ENU0060,Bihar,67,Male,Secondary,None,Not in Labour Force,0,0,5,2025-02-16,False
REC009705,ENU0090,Odisha,42,Female,Secondary,Driver,Employed,56,22259,6,2025-09-19,False
REC009706,ENU0144,Uttar Pradesh,37,Male,Graduate,Bank Employee,Employed,37,25922,5,2025-03-18,False
REC009707,ENU0129,Odisha,13,Male,Primary,None,Not in Labour Force,0,0,2,2025-08-01,False
REC009708,ENU0092,Rajasthan,34,Male,Primary,Domestic Help,Employed,50,8132,1,2025-09-16,False
REC009709,ENU0205,Uttar Pradesh,57,Male,Secondary,Factory Worker,Employed,25,6953,2,2025-05-18,False
REC009710,ENU0022,Rajasthan,29,Male,Higher Secondary,Clerk,Employed,84,24614,1,2025-07-22,False
REC009711,ENU0040,Tamil Nadu,30,Male,Graduate,Clerk,Employed,51,20049,1,2025-06-07,False
REC009712,ENU0062,Maharashtra,14,Female,Primary,None,Not in Labour Force,0,0,2,2025-06-16,False
REC009713,ENU0162,Gujarat,29,Male,Secondary,None,Not in Labour Force,0,0,3,2025-03-23,False
REC009714,ENU0039,West Bengal,41,Male,Secondary,Carpenter,Employed,27,7963,2,2025-05-14,False
REC009715,ENU0126,Gujarat,39,Female,Post Graduate,Government Officer,Employed,39,34738,5,2025-09-04,False
REC009716,ENU0134,Uttar Pradesh,35,Male,Higher Secondary,None,Not in Labour Force,0,0,3,2025-10-20,False
REC009717,ENU0046,Bihar,29,Male,Higher Secondary,Carpenter,Unemployed,0,0,6,2025-11-30,False
REC009718,ENU0215,Punjab,66,Male,Higher Secondary,None,Not in Labour Force,0,0,6,2025-08-09,False
REC009719,ENU0225,Telangana,14,Male,Primary,None,Not in Labour Force,0,0,7,2025-01-05,False
REC009720,ENU0006,Tamil Nadu,52,Female,Illiterate,Agricultural Labourer,Employed,39,4793,3,2025-05-30,False
REC009721,ENU0012,Tamil Nadu,12,Male,Primary,None,Not in Labour Force,0,0,2,2025-10-29,False
